year,month,Kanton,Herkunftsland,Indikator,value
2007,10,10,00,2,33305.0
2007,10,11,00,2,34197.0
2007,10,12,00,2,88407.0
2007,10,13,00,2,20337.0
2007,10,14,00,2,11057.0
2007,10,15,00,2,14352.0
2007,10,16,00,2,17740.0
2007,10,17,00,2,98365.0
2007,10,18,00,2,313372.0
2007,10,19,00,2,65909.0
2007,10,20,00,2,33845.0
2007,10,21,00,2,280272.0
2007,10,22,00,2,189081.0
2007,10,23,00,2,231145.0
2007,10,24,00,2,19869.0
2007,10,25,00,2,249577.0
2007,10,26,00,2,8226.0
2007,11,1,00,2,333473.0
2007,11,2,00,2,203810.0
2007,11,3,00,2,101120.0
2007,11,4,00,2,6470.0
2007,11,5,00,2,35841.0
2007,11,6,00,2,14210.0
2007,11,7,00,2,11880.0
2007,11,8,00,2,5027.0
2007,11,9,00,2,21055.0
2007,11,10,00,2,27152.0
2007,11,11,00,2,31255.0
2007,11,12,00,2,86079.0
2007,11,13,00,2,19040.0
2007,11,14,00,2,9084.0
2007,11,15,00,2,9505.0
2007,11,16,00,2,6487.0
2007,11,17,00,2,70825.0
2007,11,18,00,2,95644.0
2007,11,19,00,2,64409.0
2007,11,20,00,2,28412.0
2007,11,21,00,2,110892.0
2007,11,22,00,2,151956.0
2007,11,23,00,2,112289.0
2007,11,24,00,2,16522.0
2007,11,25,00,2,245321.0
2007,11,26,00,2,5376.0
2007,12,1,00,2,304559.0
2007,12,2,00,2,317189.0
2007,12,3,00,2,109152.0
2007,12,4,00,2,14211.0
2007,12,5,00,2,39769.0
2007,12,6,00,2,38273.0
2007,12,7,00,2,11829.0
2007,12,8,00,2,8914.0
2007,12,9,00,2,17862.0
2007,12,10,00,2,23238.0
2007,12,11,00,2,21665.0
2007,12,12,00,2,69771.0
2007,12,13,00,2,12059.0
2007,12,14,00,2,5233.0
2007,12,15,00,2,9623.0
2007,12,16,00,2,7882.0
2007,12,17,00,2,73044.0
2007,12,18,00,2,534457.0
2007,12,19,00,2,44957.0
2007,12,20,00,2,19184.0
2007,12,21,00,2,81870.0
2007,12,22,00,2,159918.0
2007,12,23,00,2,351221.0
2007,12,24,00,2,12359.0
2007,12,25,00,2,199181.0
2007,12,26,00,2,3249.0
2008,1,1,00,2,293386.0
2008,1,2,00,2,421115.0
2008,1,3,00,2,85116.0
2008,1,4,00,2,16928.0
2008,1,5,00,2,43871.0
2008,1,6,00,2,48500.0
2008,1,7,00,2,13324.0
2008,1,8,00,2,14452.0
2008,1,9,00,2,17810.0
2008,1,10,00,2,20717.0
2008,1,11,00,2,22575.0
2008,1,12,00,2,68476.0
2008,1,13,00,2,13992.0
2008,1,14,00,2,5944.0
2008,1,15,00,2,7190.0
2008,1,16,00,2,6707.0
2008,1,17,00,2,90992.0
2008,1,18,00,2,799868.0
2008,1,19,00,2,50063.0
2008,1,20,00,2,19154.0
2008,1,21,00,2,63006.0
2008,1,22,00,2,183594.0
2008,1,23,00,2,509973.0
2008,1,24,00,2,13460.0
2008,1,25,00,2,189529.0
2008,1,26,00,2,3181.0
2008,2,1,00,2,294760.0
2008,2,2,00,2,511042.0
2008,2,3,00,2,89853.0
2008,2,4,00,2,20395.0
2008,2,5,00,2,54617.0
2008,2,6,00,2,65173.0
2008,2,7,00,2,17139.0
2008,2,8,00,2,22945.0
2008,2,9,00,2,19024.0
2008,2,10,00,2,24160.0
2008,2,11,00,2,22799.0
2008,2,12,00,2,76742.0
2008,2,13,00,2,16958.0
2008,2,14,00,2,6573.0
2008,2,15,00,2,8455.0
2008,2,16,00,2,5958.0
2008,2,17,00,2,102479.0
2008,2,18,00,2,930161.0
2008,2,19,00,2,51738.0
2008,2,20,00,2,24388.0
2008,2,21,00,2,76793.0
2008,2,22,00,2,218633.0
2008,2,23,00,2,635272.0
2008,2,24,00,2,14985.0
2008,2,25,00,2,214556.0
2008,2,26,00,2,3714.0
2008,3,1,00,2,324153.0
2008,3,2,00,2,463666.0
2008,3,3,00,2,111936.0
2008,3,4,00,2,21308.0
2008,3,5,00,2,46776.0
2008,3,6,00,2,64160.0
2008,3,7,00,2,14569.0
2008,3,8,00,2,11513.0
2008,3,9,00,2,20313.0
2008,3,10,00,2,28582.0
2008,3,11,00,2,24033.0
2008,3,12,00,2,85453.0
2008,3,13,00,2,19924.0
2008,3,14,00,2,7794.0
2008,3,15,00,2,11055.0
2008,3,16,00,2,6877.0
2008,3,17,00,2,94004.0
2008,3,18,00,2,865067.0
2008,3,19,00,2,55798.0
2008,3,20,00,2,26853.0
2008,3,21,00,2,171873.0
2008,3,22,00,2,221722.0
2008,3,23,00,2,626356.0
2008,3,24,00,2,15446.0
2008,3,25,00,2,245235.0
2008,3,26,00,2,3659.0
2008,4,1,00,2,340377.0
2008,4,2,00,2,262197.0
2008,4,3,00,2,127541.0
2008,4,4,00,2,13876.0
2008,4,5,00,2,46307.0
2008,4,6,00,2,36969.0
2008,4,7,00,2,14789.0
2008,4,8,00,2,7153.0
2008,4,9,00,2,22388.0
2008,4,10,00,2,28908.0
2008,4,11,00,2,33290.0
2008,4,12,00,2,92502.0
2008,4,13,00,2,23991.0
2008,4,14,00,2,10814.0
2008,4,15,00,2,11810.0
2008,4,16,00,2,8336.0
2008,4,17,00,2,72141.0
2008,4,18,00,2,188050.0
2008,4,19,00,2,66674.0
2008,4,20,00,2,32658.0
2008,4,21,00,2,230045.0
2008,4,22,00,2,194284.0
2008,4,23,00,2,254999.0
2008,4,24,00,2,17941.0
2008,4,25,00,2,246068.0
2008,4,26,00,2,5462.0
2008,5,1,00,2,373112.0
2008,5,2,00,2,381183.0
2008,5,3,00,2,183642.0
2008,5,4,00,2,19270.0
2008,5,5,00,2,64416.0
2008,5,6,00,2,61570.0
2008,5,7,00,2,22362.0
2008,5,8,00,2,8751.0
2008,5,9,00,2,24624.0
2008,5,10,00,2,37516.0
2008,5,11,00,2,36184.0
2008,5,12,00,2,82753.0
2008,5,13,00,2,22690.0
2008,5,14,00,2,15070.0
2008,5,15,00,2,16028.0
2008,5,16,00,2,15710.0
2008,5,17,00,2,91471.0
2008,5,18,00,2,166150.0
2008,5,19,00,2,66860.0
2008,5,20,00,2,42679.0
2008,5,21,00,2,295309.0
2008,5,22,00,2,233443.0
2008,5,23,00,2,159994.0
2008,5,24,00,2,22694.0
2008,5,25,00,2,266960.0
2008,5,26,00,2,9592.0
2008,6,1,00,2,372377.0
2008,6,2,00,2,476771.0
2008,6,3,00,2,180088.0
2008,6,4,00,2,29325.0
2008,6,5,00,2,62820.0
2008,6,6,00,2,67975.0
2008,6,7,00,2,23552.0
2008,6,8,00,2,10440.0
2008,6,9,00,2,25250.0
2008,6,10,00,2,40436.0
2008,6,11,00,2,40868.0
2008,6,12,00,2,93112.0
2008,6,13,00,2,24952.0
2008,6,14,00,2,13892.0
2008,6,15,00,2,15018.0
2008,6,16,00,2,17683.0
2008,6,17,00,2,96532.0
2008,6,18,00,2,393466.0
2008,6,19,00,2,70785.0
2008,6,20,00,2,43249.0
2008,6,21,00,2,278835.0
2008,6,22,00,2,241718.0
2008,6,23,00,2,269388.0
2008,6,24,00,2,24592.0
2008,6,25,00,2,256869.0
2008,6,26,00,2,7145.0
2008,7,1,00,2,407765.0
2008,7,2,00,2,640725.0
2008,7,3,00,2,217765.0
2008,7,4,00,2,43024.0
2008,7,5,00,2,72847.0
2008,7,6,00,2,78227.0
2008,7,7,00,2,31333.0
2008,7,8,00,2,17545.0
2008,7,9,00,2,26001.0
2008,7,10,00,2,50499.0
2008,7,11,00,2,39719.0
2008,7,12,00,2,84435.0
2008,7,13,00,2,20088.0
2008,7,14,00,2,15218.0
2008,7,15,00,2,16571.0
2008,7,16,00,2,24897.0
2008,7,17,00,2,98799.0
2008,7,18,00,2,700996.0
2008,7,19,00,2,61075.0
2008,7,20,00,2,45337.0
2008,7,21,00,2,424227.0
2008,7,22,00,2,306980.0
2008,7,23,00,2,529882.0
2008,7,24,00,2,26372.0
2008,7,25,00,2,289660.0
2008,7,26,00,2,10352.0
2008,8,1,00,2,421390.0
2008,8,2,00,2,646257.0
2008,8,3,00,2,220905.0
2008,8,4,00,2,39085.0
2008,8,5,00,2,76305.0
2008,8,6,00,2,78754.0
2008,8,7,00,2,31459.0
2008,8,8,00,2,17335.0
2008,8,9,00,2,28732.0
2008,8,10,00,2,49941.0
2008,8,11,00,2,34629.0
2008,8,12,00,2,89617.0
2008,8,13,00,2,21941.0
2008,8,14,00,2,16624.0
2008,8,15,00,2,19215.0
2008,8,16,00,2,28546.0
2008,8,17,00,2,109109.0
2008,8,18,00,2,711367.0
2008,8,19,00,2,63096.0
2008,8,20,00,2,44445.0
2008,8,21,00,2,392897.0
2008,8,22,00,2,292760.0
2008,8,23,00,2,530502.0
2008,8,24,00,2,26970.0
2008,8,25,00,2,290566.0
2008,8,26,00,2,11076.0
2008,9,1,00,2,390755.0
2008,9,2,00,2,486734.0
2008,9,3,00,2,185269.0
2008,9,4,00,2,27239.0
2008,9,5,00,2,65995.0
2008,9,6,00,2,59892.0
2008,9,7,00,2,23358.0
2008,9,8,00,2,12309.0
2008,9,9,00,2,25209.0
2008,9,10,00,2,42395.0
2008,9,11,00,2,36388.0
2008,9,12,00,2,88071.0
2008,9,13,00,2,21806.0
2008,9,14,00,2,14331.0
2008,9,15,00,2,18547.0
2008,9,16,00,2,23228.0
2008,9,17,00,2,99198.0
2008,9,18,00,2,505532.0
2008,9,19,00,2,66504.0
2008,9,20,00,2,44173.0
2008,9,21,00,2,313921.0
2008,9,22,00,2,233411.0
2008,9,23,00,2,354776.0
2008,9,24,00,2,24758.0
2008,9,25,00,2,240892.0
2008,9,26,00,2,9316.0
2008,10,1,00,2,359719.0
2008,10,2,00,2,342545.0
2008,10,3,00,2,146160.0
2008,10,4,00,2,13310.0
2008,10,5,00,2,57995.0
2008,10,6,00,2,36644.0
2008,10,7,00,2,16978.0
2008,10,8,00,2,10116.0
2008,10,9,00,2,23387.0
2008,10,10,00,2,33582.0
2008,10,11,00,2,31942.0
2008,10,12,00,2,91294.0
2008,10,13,00,2,21338.0
2008,10,14,00,2,11130.0
2008,10,15,00,2,16426.0
2008,10,16,00,2,16992.0
2008,10,17,00,2,92912.0
2008,10,18,00,2,319836.0
2008,10,19,00,2,67562.0
2008,10,20,00,2,33581.0
2008,10,21,00,2,259136.0
2008,10,22,00,2,195397.0
2008,10,23,00,2,223647.0
2008,10,24,00,2,21504.0
2008,10,25,00,2,247041.0
2008,10,26,00,2,8026.0
2008,11,1,00,2,300856.0
2008,11,2,00,2,189214.0
2008,11,3,00,2,103711.0
2008,11,4,00,2,6155.0
2008,11,5,00,2,34492.0
2008,11,6,00,2,13776.0
2008,11,7,00,2,8683.0
2008,11,8,00,2,5436.0
2008,11,9,00,2,20638.0
2008,11,10,00,2,24457.0
2008,11,11,00,2,29222.0
2008,11,12,00,2,85579.0
2008,11,13,00,2,19716.0
2008,11,14,00,2,8543.0
2008,11,15,00,2,9759.0
2008,11,16,00,2,6659.0
2008,11,17,00,2,64707.0
2008,11,18,00,2,91286.0
2008,11,19,00,2,62519.0
2008,11,20,00,2,26524.0
2008,11,21,00,2,87937.0
2008,11,22,00,2,149314.0
2008,11,23,00,2,113009.0
2008,11,24,00,2,16943.0
2008,11,25,00,2,217570.0
2008,11,26,00,2,4893.0
2008,12,1,00,2,287190.0
2008,12,2,00,2,321198.0
2008,12,3,00,2,102378.0
2008,12,4,00,2,12479.0
2008,12,5,00,2,37797.0
2008,12,6,00,2,41376.0
2008,12,7,00,2,11553.0
2008,12,8,00,2,8786.0
2008,12,9,00,2,17393.0
2008,12,10,00,2,22568.0
2008,12,11,00,2,21408.0
2008,12,12,00,2,70879.0
2008,12,13,00,2,15252.0
2008,12,14,00,2,5739.0
2008,12,15,00,2,10711.0
2008,12,16,00,2,7994.0
2008,12,17,00,2,75131.0
2008,12,18,00,2,568069.0
2008,12,19,00,2,45079.0
2008,12,20,00,2,20082.0
2008,12,21,00,2,73114.0
2008,12,22,00,2,165279.0
2008,12,23,00,2,382230.0
2008,12,24,00,2,12849.0
2008,12,25,00,2,179164.0
2008,12,26,00,2,3303.0
2009,1,1,00,2,266839.0
2009,1,2,00,2,416685.0
2009,1,3,00,2,90456.0
2009,1,4,00,2,17150.0
2009,1,5,00,2,42028.0
2009,1,6,00,2,51972.0
2009,1,7,00,2,13446.0
2009,1,8,00,2,15124.0
2009,1,9,00,2,17304.0
2009,1,10,00,2,19771.0
2009,1,11,00,2,22158.0
2009,1,12,00,2,60270.0
2009,1,13,00,2,15090.0
2009,1,14,00,2,4789.0
2009,1,15,00,2,8280.0
2009,1,16,00,2,7567.0
2009,1,17,00,2,84973.0
2009,1,18,00,2,752558.0
2009,1,19,00,2,46493.0
2009,1,20,00,2,18085.0
2009,1,21,00,2,57896.0
2009,1,22,00,2,173708.0
2009,1,23,00,2,496330.0
2009,1,24,00,2,12489.0
2009,1,25,00,2,177493.0
2009,1,26,00,2,3826.0
2009,2,1,00,2,252304.0
2009,2,2,00,2,467773.0
2009,2,3,00,2,87588.0
2009,2,4,00,2,19043.0
2009,2,5,00,2,49129.0
2009,2,6,00,2,59301.0
2009,2,7,00,2,14973.0
2009,2,8,00,2,17371.0
2009,2,9,00,2,17132.0
2009,2,10,00,2,24611.0
2009,2,11,00,2,21551.0
2009,2,12,00,2,68401.0
2009,2,13,00,2,18280.0
2009,2,14,00,2,5416.0
2009,2,15,00,2,9158.0
2009,2,16,00,2,6076.0
2009,2,17,00,2,95098.0
2009,2,18,00,2,835145.0
2009,2,19,00,2,46657.0
2009,2,20,00,2,20875.0
2009,2,21,00,2,67588.0
2009,2,22,00,2,198449.0
2009,2,23,00,2,592903.0
2009,2,24,00,2,14078.0
2009,2,25,00,2,180524.0
2009,2,26,00,2,4246.0
2009,3,1,00,2,317292.0
2009,3,2,00,2,386664.0
2009,3,3,00,2,99775.0
2009,3,4,00,2,18460.0
2009,3,5,00,2,39497.0
2009,3,6,00,2,51769.0
2009,3,7,00,2,13064.0
2009,3,8,00,2,11022.0
2009,3,9,00,2,19620.0
2009,3,10,00,2,25373.0
2009,3,11,00,2,29895.0
2009,3,12,00,2,100690.0
2009,3,13,00,2,26025.0
2009,3,14,00,2,7996.0
2009,3,15,00,2,10590.0
2009,3,16,00,2,3710.0
2009,3,17,00,2,83863.0
2009,3,18,00,2,674679.0
2009,3,19,00,2,59347.0
2009,3,20,00,2,27243.0
2009,3,21,00,2,134766.0
2009,3,22,00,2,200219.0
2009,3,23,00,2,495419.0
2009,3,24,00,2,17794.0
2009,3,25,00,2,232866.0
2009,3,26,00,2,4963.0
2009,4,1,00,2,307966.0
2009,4,2,00,2,302876.0
2009,4,3,00,2,120171.0
2009,4,4,00,2,13193.0
2009,4,5,00,2,44292.0
2009,4,6,00,2,40009.0
2009,4,7,00,2,13821.0
2009,4,8,00,2,8996.0
2009,4,9,00,2,19669.0
2009,4,10,00,2,28577.0
2009,4,11,00,2,26741.0
2009,4,12,00,2,73511.0
2009,4,13,00,2,19321.0
2009,4,14,00,2,8483.0
2009,4,15,00,2,13375.0
2009,4,16,00,2,9148.0
2009,4,17,00,2,67788.0
2009,4,18,00,2,297427.0
2009,4,19,00,2,55996.0
2009,4,20,00,2,30582.0
2009,4,21,00,2,230935.0
2009,4,22,00,2,173109.0
2009,4,23,00,2,326806.0
2009,4,24,00,2,16052.0
2009,4,25,00,2,189973.0
2009,4,26,00,2,5916.0
2009,5,1,00,2,350618.0
2009,5,2,00,2,352029.0
2009,5,3,00,2,155267.0
2009,5,4,00,2,14662.0
2009,5,5,00,2,55668.0
2009,5,6,00,2,55565.0
2009,5,7,00,2,19062.0
2009,5,8,00,2,8826.0
2009,5,9,00,2,23060.0
2009,5,10,00,2,37305.0
2009,5,11,00,2,32038.0
2009,5,12,00,2,77242.0
2009,5,13,00,2,18348.0
2009,5,14,00,2,12050.0
2009,5,15,00,2,14898.0
2009,5,16,00,2,15369.0
2009,5,17,00,2,81843.0
2009,5,18,00,2,140470.0
2009,5,19,00,2,59708.0
2009,5,20,00,2,39032.0
2009,5,21,00,2,279376.0
2009,5,22,00,2,201111.0
2009,5,23,00,2,133113.0
2009,5,24,00,2,22445.0
2009,5,25,00,2,230497.0
2009,5,26,00,2,9381.0
2009,6,1,00,2,371496.0
2009,6,2,00,2,446479.0
2009,6,3,00,2,163309.0
2009,6,4,00,2,27882.0
2009,6,5,00,2,56766.0
2009,6,6,00,2,55871.0
2009,6,7,00,2,19324.0
2009,6,8,00,2,12599.0
2009,6,9,00,2,22367.0
2009,6,10,00,2,36187.0
2009,6,11,00,2,33952.0
2009,6,12,00,2,96165.0
2009,6,13,00,2,22313.0
2009,6,14,00,2,13095.0
2009,6,15,00,2,15204.0
2009,6,16,00,2,18065.0
2009,6,17,00,2,92837.0
2009,6,18,00,2,376757.0
2009,6,19,00,2,63124.0
2009,6,20,00,2,40729.0
2009,6,21,00,2,279123.0
2009,6,22,00,2,230054.0
2009,6,23,00,2,258421.0
2009,6,24,00,2,21406.0
2009,6,25,00,2,250886.0
2009,6,26,00,2,9423.0
2009,7,1,00,2,384712.0
2009,7,2,00,2,597737.0
2009,7,3,00,2,200125.0
2009,7,4,00,2,42187.0
2009,7,5,00,2,69209.0
2009,7,6,00,2,71022.0
2009,7,7,00,2,29538.0
2009,7,8,00,2,18110.0
2009,7,9,00,2,24619.0
2009,7,10,00,2,48165.0
2009,7,11,00,2,35905.0
2009,7,12,00,2,93647.0
2009,7,13,00,2,20993.0
2009,7,14,00,2,11909.0
2009,7,15,00,2,17696.0
2009,7,16,00,2,24657.0
2009,7,17,00,2,99955.0
2009,7,18,00,2,664744.0
2009,7,19,00,2,54426.0
2009,7,20,00,2,45448.0
2009,7,21,00,2,413547.0
2009,7,22,00,2,291789.0
2009,7,23,00,2,511434.0
2009,7,24,00,2,24358.0
2009,7,25,00,2,262870.0
2009,7,26,00,2,11568.0
2009,8,1,00,2,394746.0
2009,8,2,00,2,633948.0
2009,8,3,00,2,208682.0
2009,8,4,00,2,40150.0
2009,8,5,00,2,73576.0
2009,8,6,00,2,73308.0
2009,8,7,00,2,29065.0
2009,8,8,00,2,16580.0
2009,8,9,00,2,24783.0
2009,8,10,00,2,49152.0
2009,8,11,00,2,35826.0
2009,8,12,00,2,95630.0
2009,8,13,00,2,22600.0
2009,8,14,00,2,14439.0
2009,8,15,00,2,19884.0
2009,8,16,00,2,30030.0
2009,8,17,00,2,111376.0
2009,8,18,00,2,696399.0
2009,8,19,00,2,64256.0
2009,8,20,00,2,49050.0
2009,8,21,00,2,380190.0
2009,8,22,00,2,283070.0
2009,8,23,00,2,525847.0
2009,8,24,00,2,26677.0
2009,8,25,00,2,245818.0
2009,8,26,00,2,11866.0
2009,9,1,00,2,385964.0
2009,9,2,00,2,482076.0
2009,9,3,00,2,177738.0
2009,9,4,00,2,30552.0
2009,9,5,00,2,62138.0
2009,9,6,00,2,58446.0
2009,9,7,00,2,22160.0
2009,9,8,00,2,13787.0
2009,9,9,00,2,25096.0
2009,9,10,00,2,41704.0
2009,9,11,00,2,35881.0
2009,9,12,00,2,100259.0
2009,9,13,00,2,24130.0
2009,9,14,00,2,13566.0
2009,9,15,00,2,18322.0
2009,9,16,00,2,25577.0
2009,9,17,00,2,96564.0
2009,9,18,00,2,497692.0
2009,9,19,00,2,64765.0
2009,9,20,00,2,42063.0
2009,9,21,00,2,319589.0
2009,9,22,00,2,240740.0
2009,9,23,00,2,359713.0
2009,9,24,00,2,24896.0
2009,9,25,00,2,242711.0
2009,9,26,00,2,9515.0
2009,10,1,00,2,355785.0
2009,10,2,00,2,335326.0
2009,10,3,00,2,134161.0
2009,10,4,00,2,14542.0
2009,10,5,00,2,55938.0
2009,10,6,00,2,34352.0
2009,10,7,00,2,15079.0
2009,10,8,00,2,11712.0
2009,10,9,00,2,23170.0
2009,10,10,00,2,34946.0
2009,10,11,00,2,29809.0
2009,10,12,00,2,91580.0
2009,10,13,00,2,21471.0
2009,10,14,00,2,10365.0
2009,10,15,00,2,15097.0
2009,10,16,00,2,17072.0
2009,10,17,00,2,95745.0
2009,10,18,00,2,301133.0
2009,10,19,00,2,60205.0
2009,10,20,00,2,32108.0
2009,10,21,00,2,283419.0
2009,10,22,00,2,185709.0
2009,10,23,00,2,217147.0
2009,10,24,00,2,20103.0
2009,10,25,00,2,241123.0
2009,10,26,00,2,8648.0
2009,11,1,00,2,317397.0
2009,11,2,00,2,179187.0
2009,11,3,00,2,94551.0
2009,11,4,00,2,5807.0
2009,11,5,00,2,34211.0
2009,11,6,00,2,11558.0
2009,11,7,00,2,8222.0
2009,11,8,00,2,5794.0
2009,11,9,00,2,19755.0
2009,11,10,00,2,24400.0
2009,11,11,00,2,29381.0
2009,11,12,00,2,100918.0
2009,11,13,00,2,20886.0
2009,11,14,00,2,7101.0
2009,11,15,00,2,8854.0
2009,11,16,00,2,5880.0
2009,11,17,00,2,65770.0
2009,11,18,00,2,86770.0
2009,11,19,00,2,58459.0
2009,11,20,00,2,25422.0
2009,11,21,00,2,89135.0
2009,11,22,00,2,150194.0
2009,11,23,00,2,104449.0
2009,11,24,00,2,15080.0
2009,11,25,00,2,221181.0
2009,11,26,00,2,5839.0
2009,12,1,00,2,305630.0
2009,12,2,00,2,314086.0
2009,12,3,00,2,108730.0
2009,12,4,00,2,11989.0
2009,12,5,00,2,37781.0
2009,12,6,00,2,38432.0
2009,12,7,00,2,11456.0
2009,12,8,00,2,9049.0
2009,12,9,00,2,16513.0
2009,12,10,00,2,22706.0
2009,12,11,00,2,20637.0
2009,12,12,00,2,72029.0
2009,12,13,00,2,14181.0
2009,12,14,00,2,5330.0
2009,12,15,00,2,9559.0
2009,12,16,00,2,7599.0
2009,12,17,00,2,71057.0
2009,12,18,00,2,561662.0
2009,12,19,00,2,44327.0
2009,12,20,00,2,20253.0
2009,12,21,00,2,72028.0
2009,12,22,00,2,161497.0
2009,12,23,00,2,370745.0
2009,12,24,00,2,11562.0
2009,12,25,00,2,184649.0
2009,12,26,00,2,3897.0
2010,1,1,00,2,289338.0
2010,1,2,00,2,388878.0
2010,1,3,00,2,84102.0
2010,1,4,00,2,15395.0
2010,1,5,00,2,37612.0
2010,1,6,00,2,49178.0
2010,1,7,00,2,12904.0
2010,1,8,00,2,12619.0
2010,1,9,00,2,17099.0
2010,1,10,00,2,20088.0
2010,1,11,00,2,22135.0
2010,1,12,00,2,74907.0
2010,1,13,00,2,15320.0
2010,1,14,00,2,5181.0
2010,1,15,00,2,6822.0
2010,1,16,00,2,6506.0
2010,1,17,00,2,78585.0
2010,1,18,00,2,725818.0
2010,1,19,00,2,43277.0
2010,1,20,00,2,18843.0
2010,1,21,00,2,59744.0
2010,1,22,00,2,171068.0
2010,1,23,00,2,459197.0
2010,1,24,00,2,13015.0
2010,1,25,00,2,193776.0
2010,1,26,00,2,3456.0
2010,2,1,00,2,273187.0
2010,2,2,00,2,471739.0
2010,2,3,00,2,95700.0
2010,2,4,00,2,20922.0
2010,2,5,00,2,48460.0
2010,2,6,00,2,59803.0
2010,2,7,00,2,15675.0
2010,2,8,00,2,19889.0
2010,2,9,00,2,18097.0
2010,2,10,00,2,23916.0
2010,2,11,00,2,21574.0
2010,2,12,00,2,81305.0
2010,2,13,00,2,18965.0
2010,2,14,00,2,5426.0
2010,2,15,00,2,8680.0
2010,2,16,00,2,5490.0
2010,2,17,00,2,96222.0
2010,2,18,00,2,848204.0
2010,2,19,00,2,46961.0
2010,2,20,00,2,21538.0
2010,2,21,00,2,65868.0
2010,2,22,00,2,197498.0
2010,2,23,00,2,580468.0
2010,2,24,00,2,14243.0
2010,2,25,00,2,192992.0
2010,2,26,00,2,4244.0
2010,3,1,00,2,347226.0
2010,3,2,00,2,393327.0
2010,3,3,00,2,112823.0
2010,3,4,00,2,19438.0
2010,3,5,00,2,40834.0
2010,3,6,00,2,51279.0
2010,3,7,00,2,14359.0
2010,3,8,00,2,12062.0
2010,3,9,00,2,22397.0
2010,3,10,00,2,26110.0
2010,3,11,00,2,28236.0
2010,3,12,00,2,99446.0
2010,3,13,00,2,27533.0
2010,3,14,00,2,8021.0
2010,3,15,00,2,9682.0
2010,3,16,00,2,5812.0
2010,3,17,00,2,85255.0
2010,3,18,00,2,725084.0
2010,3,19,00,2,59657.0
2010,3,20,00,2,27663.0
2010,3,21,00,2,126367.0
2010,3,22,00,2,213038.0
2010,3,23,00,2,516241.0
2010,3,24,00,2,16429.0
2010,3,25,00,2,257171.0
2010,3,26,00,2,4399.0
2010,4,1,00,2,320181.0
2010,4,2,00,2,276096.0
2010,4,3,00,2,120772.0
2010,4,4,00,2,13073.0
2010,4,5,00,2,46669.0
2010,4,6,00,2,37501.0
2010,4,7,00,2,14250.0
2010,4,8,00,2,8546.0
2010,4,9,00,2,20799.0
2010,4,10,00,2,28638.0
2010,4,11,00,2,27178.0
2010,4,12,00,2,78129.0
2010,4,13,00,2,18699.0
2010,4,14,00,2,8162.0
2010,4,15,00,2,11942.0
2010,4,16,00,2,9330.0
2010,4,17,00,2,73296.0
2010,4,18,00,2,262600.0
2010,4,19,00,2,53644.0
2010,4,20,00,2,31090.0
2010,4,21,00,2,235685.0
2010,4,22,00,2,174721.0
2010,4,23,00,2,298368.0
2010,4,24,00,2,18198.0
2010,4,25,00,2,203383.0
2010,4,26,00,2,6121.0
2010,5,1,00,2,375361.0
2010,5,2,00,2,339468.0
2010,5,3,00,2,164748.0
2010,5,4,00,2,13995.0
2010,5,5,00,2,59105.0
2010,5,6,00,2,58468.0
2010,5,7,00,2,19980.0
2010,5,8,00,2,10638.0
2010,5,9,00,2,25368.0
2010,5,10,00,2,37201.0
2010,5,11,00,2,33149.0
2010,5,12,00,2,87204.0
2010,5,13,00,2,21504.0
2010,5,14,00,2,12191.0
2010,5,15,00,2,14989.0
2010,5,16,00,2,14799.0
2010,5,17,00,2,88439.0
2010,5,18,00,2,154644.0
2010,5,19,00,2,59507.0
2010,5,20,00,2,40504.0
2010,5,21,00,2,265073.0
2010,5,22,00,2,217187.0
2010,5,23,00,2,130569.0
2010,5,24,00,2,22101.0
2010,5,25,00,2,242547.0
2010,5,26,00,2,8623.0
2010,6,1,00,2,415931.0
2010,6,2,00,2,481082.0
2010,6,3,00,2,191559.0
2010,6,4,00,2,28056.0
2010,6,5,00,2,65958.0
2010,6,6,00,2,67651.0
2010,6,7,00,2,23283.0
2010,6,8,00,2,12349.0
2010,6,9,00,2,26165.0
2010,6,10,00,2,38844.0
2010,6,11,00,2,36568.0
2010,6,12,00,2,101637.0
2010,6,13,00,2,25072.0
2010,6,14,00,2,13038.0
2010,6,15,00,2,15060.0
2010,6,16,00,2,18127.0
2010,6,17,00,2,98521.0
2010,6,18,00,2,361006.0
2010,6,19,00,2,65071.0
2010,6,20,00,2,43127.0
2010,6,21,00,2,272619.0
2010,6,22,00,2,251763.0
2010,6,23,00,2,260484.0
2010,6,24,00,2,23895.0
2010,6,25,00,2,277285.0
2010,6,26,00,2,8769.0
2010,7,1,00,2,437700.0
2010,7,2,00,2,633629.0
2010,7,3,00,2,219842.0
2010,7,4,00,2,42335.0
2010,7,5,00,2,74173.0
2010,7,6,00,2,78334.0
2010,7,7,00,2,28321.0
2010,7,8,00,2,16551.0
2010,7,9,00,2,26267.0
2010,7,10,00,2,48381.0
2010,7,11,00,2,39805.0
2010,7,12,00,2,92372.0
2010,7,13,00,2,21500.0
2010,7,14,00,2,13879.0
2010,7,15,00,2,16501.0
2010,7,16,00,2,24534.0
2010,7,17,00,2,110434.0
2010,7,18,00,2,681760.0
2010,7,19,00,2,60907.0
2010,7,20,00,2,46215.0
2010,7,21,00,2,402542.0
2010,7,22,00,2,310282.0
2010,7,23,00,2,517349.0
2010,7,24,00,2,26926.0
